Age_Group,Gender,Occupation,Income,Shopping_Frequency,Platform,Monthly_Spend,Style,Struggle_Outfits,Occasion_Issue,Body_Fit_Issue,Lack_Inspiration,Budget_Issue,AI_Outfit_Interest,Virtual_TryOn_Interest,Wardrobe_Feature,MixMatch_Feature,AI_Chat,Budget_Feature,Privacy_Comfort,Purchase_Driver,Outfit_Budget,Subscription_Amount,Adoption
22-25,Female,Student,<20000,Weekly,Online,2980.2121,Formal,1,1,1,0,0,1,0,0,0,0,0,Medium,Brand,1942.0214,128.23285,Maybe
26-30,Male,Student,<20000,2-3 months,Offline,4364.3413,Minimal,1,0,0,1,0,1,0,0,0,0,1,Medium,Fit,2589.0202,361.56334,Yes
18-21,Female,Self-employed,50000-100000,2-3 months,Online,5783.7553,Experimental,1,1,1,1,1,1,1,1,0,1,1,High,Brand,4853.2547,398.7498,Yes
22-25,Female,Working Professional,<20000,Monthly,Offline,1545.9718,Experimental,1,0,0,1,0,1,1,0,0,1,0,Medium,Recommendation,4421.7493,466.54652,Yes
18-21,Male,Working Professional,50000-100000,Monthly,Online,2640.1882,Formal,1,0,1,0,1,0,1,0,1,1,0,High,Price,5490.8036,394.51268,Maybe
26-30,Female,Working Professional,20000-50000,2-3 months,Online,4369.9252,Trendy,1,0,0,1,1,1,1,1,1,1,1,Medium,Brand,1329.2217,280.98927,Yes
18-21,Male,Self-employed,20000-50000,Monthly,Online,8803.1673,Trendy,0,1,0,0,0,1,0,1,1,0,0,High,Fit,1194.6816,274.5865,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Instagram,2273.6206,Formal,0,1,0,0,0,1,0,0,0,1,1,High,Brand,2701.5554,289.1879,No
22-25,Male,Working Professional,<20000,2-3 months,Online,8080.2678,Trendy,1,1,1,1,1,1,1,1,1,1,0,Low,Recommendation,3110.3436,316.07806,Yes
30,Male,Working Professional,<20000,Weekly,Offline,8008.8466,Casual,1,0,1,1,1,1,1,1,1,1,0,Medium,Recommendation,2286.5663,490.14757,Yes
18-21,Female,Working Professional,20000-50000,Weekly,Instagram,3805.3777,Experimental,1,0,0,0,0,1,0,0,0,0,0,Medium,Recommendation,1915.4734,460.89593,Yes
22-25,Female,Working Professional,20000-50000,Weekly,Offline,3403.6949,Casual,1,0,1,1,0,1,1,1,1,0,1,Medium,Price,4401.0928,412.93664,Yes
18-21,Female,Working Professional,20000-50000,Weekly,Online,2615.8696,Casual,1,1,0,0,0,1,1,1,1,0,0,High,Recommendation,2363.9019,604.3815,Yes
30,Female,Working Professional,<20000,Weekly,Online,3863.5949,Casual,1,1,0,1,0,0,1,0,1,1,0,Medium,Price,677.18287,50,Yes
30,Female,Working Professional,100000,Rarely,Online,1186.5611,Formal,1,1,1,0,0,1,0,1,1,0,0,Low,Trend,850.46637,230.99121,Maybe
22-25,Male,Student,<20000,Monthly,Offline,3847.522,Casual,1,1,0,1,1,1,1,1,1,1,0,High,Brand,2870.5965,298.30911,Yes
26-30,Male,Working Professional,50000-100000,Weekly,Online,6993.7605,Minimal,0,0,1,1,1,1,1,0,1,1,0,Medium,Fit,7003.9787,199.16558,Yes
26-30,Male,Student,50000-100000,Monthly,Mixed,2777.8299,Trendy,0,0,0,1,1,1,0,0,1,1,0,High,Price,1036.0844,160.53739,No
22-25,Male,Working Professional,20000-50000,Rarely,Mixed,3518.5514,Formal,1,1,0,1,0,0,0,1,1,0,1,High,Price,2027.6889,50,Maybe
22-25,Male,Working Professional,<20000,Monthly,Online,597.71905,Minimal,1,1,0,1,0,1,0,0,1,1,1,Low,Fit,6107.2072,253.30071,Maybe
18-21,Male,Working Professional,<20000,Monthly,Online,4748.1242,Minimal,0,1,1,1,1,1,1,0,1,1,0,Medium,Brand,1773.5789,434.10406,Yes
18-21,Female,Working Professional,50000-100000,2-3 months,Offline,4528.9634,Experimental,1,1,1,0,1,1,1,0,0,0,0,High,Recommendation,3183.1913,416.09045,Yes
30,Male,Working Professional,50000-100000,Monthly,Online,4127.4047,Experimental,1,1,0,0,1,1,0,1,1,1,1,High,Brand,5313.8661,187.18052,No
30,Male,Working Professional,50000-100000,Monthly,Online,3566.3459,Minimal,1,0,1,1,0,1,1,0,1,1,1,Medium,Price,1072.782,333.03676,Yes
26-30,Female,Working Professional,100000,Monthly,Mixed,3414.4842,Experimental,1,0,1,0,0,1,1,1,1,1,1,Medium,Recommendation,2036.1097,503.63997,Yes
22-25,Female,Working Professional,50000-100000,Monthly,Online,5003.8005,Trendy,1,1,0,1,0,1,1,1,1,1,0,High,Trend,1773.4511,71.989943,Yes
22-25,Female,Student,<20000,Monthly,Mixed,3942.3668,Trendy,1,1,0,1,0,1,1,1,1,1,0,Medium,Fit,300,276.1746,Yes
26-30,Female,Student,20000-50000,2-3 months,Instagram,4629.9437,Experimental,0,0,0,0,1,0,1,1,1,1,1,Medium,Brand,4854.0489,342.97444,Maybe
30,Male,Student,50000-100000,Monthly,Instagram,4429.9656,Casual,0,0,0,1,0,1,1,1,1,1,0,High,Recommendation,1621.8935,301.5023,Yes
30,Female,Working Professional,20000-50000,Monthly,Online,6246.8546,Minimal,1,1,1,0,1,0,1,1,1,0,0,Medium,Fit,1185.6315,427.59501,Yes
26-30,Female,Working Professional,<20000,Weekly,Online,5353.9882,Trendy,1,1,0,0,0,1,0,1,1,0,0,High,Brand,1833.3492,75.326096,Yes
26-30,Non-binary,Working Professional,50000-100000,Weekly,Offline,4385.7237,Experimental,1,0,0,0,0,1,1,0,0,0,0,High,Price,3893.2471,149.1272,Yes
18-21,Female,Student,20000-50000,Monthly,Online,7036.8441,Experimental,0,1,0,0,1,0,1,1,1,1,0,High,Price,2669.3403,402.3062,Maybe
18-21,Female,Student,100000,Rarely,Online,4840.5371,Trendy,1,0,0,1,0,1,0,1,1,1,1,High,Price,1312.5005,50,Yes
30,Female,Self-employed,50000-100000,Monthly,Online,6609.9254,Trendy,0,1,1,1,1,0,0,1,1,1,1,Low,Trend,3113.7248,421.76518,No
26-30,Male,Student,<20000,2-3 months,Online,5213.8852,Casual,1,0,1,1,1,1,1,0,1,0,0,Medium,Price,3718.892,367.47272,Yes
18-21,Male,Working Professional,100000,Monthly,Online,500,Experimental,1,1,0,1,1,1,0,0,1,0,0,Low,Price,2464.3531,411.28796,Maybe
18-21,Female,Working Professional,20000-50000,Weekly,Instagram,6609.6695,Experimental,0,1,0,0,0,1,0,1,1,0,1,Medium,Price,2147.8586,229.60655,Maybe
26-30,Male,Working Professional,20000-50000,Weekly,Online,4270.3525,Formal,1,0,0,0,0,0,1,0,1,0,0,High,Recommendation,4023.8139,376.47577,Yes
18-21,Female,Student,20000-50000,Monthly,Online,3896.0905,Casual,0,1,1,1,0,1,1,1,1,0,1,High,Fit,2231.2221,124.15686,Yes
18-21,Male,Student,<20000,Weekly,Offline,4562.6967,Trendy,1,0,0,0,1,1,0,1,1,1,1,Low,Trend,4912.2873,237.82426,Yes
22-25,Male,Student,20000-50000,Weekly,Mixed,3310.0337,Trendy,0,1,0,1,0,0,1,0,1,1,0,High,Brand,1363.5477,305.45084,Maybe
26-30,Male,Working Professional,<20000,2-3 months,Online,4454.0577,Minimal,1,1,0,1,0,1,1,0,0,1,0,Medium,Trend,1328.6298,165.18759,Yes
26-30,Female,Working Professional,20000-50000,Weekly,Online,2816.2479,Trendy,1,0,0,1,0,1,1,0,1,0,1,Medium,Fit,1144.3048,332.71603,Yes
18-21,Non-binary,Student,20000-50000,Monthly,Offline,6548.5445,Experimental,1,0,0,1,0,1,1,0,1,1,0,High,Price,2141.7303,128.36892,Yes
26-30,Male,Working Professional,50000-100000,Monthly,Mixed,3772.8238,Trendy,0,1,1,0,1,1,0,1,1,1,0,High,Price,2503.7561,340.29762,Maybe
18-21,Female,Working Professional,50000-100000,Monthly,Instagram,3234.8323,Experimental,1,0,1,1,0,0,0,1,1,1,0,High,Brand,511.54614,561.27755,Maybe
22-25,Male,Student,<20000,Monthly,Offline,2150.1484,Experimental,1,1,0,1,0,0,1,1,0,1,1,High,Trend,2645.1359,111.50015,Maybe
26-30,Female,Working Professional,20000-50000,Monthly,Online,4537.5516,Casual,1,0,1,0,0,1,0,1,1,1,1,High,Trend,3348.0313,296.61598,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Offline,4374.2142,Trendy,0,1,1,1,1,0,1,1,1,1,1,Medium,Brand,301.76267,57.305841,Maybe
26-30,Female,Student,<20000,2-3 months,Online,4776.8492,Casual,1,1,0,0,1,0,1,1,1,1,0,Medium,Trend,1718.2429,175.0569,Yes
26-30,Male,Working Professional,50000-100000,2-3 months,Offline,1945.4962,Experimental,1,1,0,1,0,1,1,1,0,1,0,Medium,Trend,3351.2286,405.29238,Yes
22-25,Female,Working Professional,50000-100000,Weekly,Instagram,797.6376,Trendy,0,0,0,1,0,1,1,1,1,0,0,High,Trend,865.8711,235.40571,Maybe
18-21,Female,Working Professional,<20000,Weekly,Mixed,5251.1826,Trendy,0,0,1,0,0,1,1,1,1,0,0,Medium,Brand,2026.0322,411.36152,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,6969.2837,Casual,1,0,1,0,0,1,1,1,1,1,0,High,Brand,4132.2754,353.3825,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,1947.2928,Casual,0,0,0,0,0,1,1,0,1,1,1,Low,Fit,5192.7741,290.32226,Maybe
18-21,Female,Working Professional,50000-100000,Monthly,Offline,7178.8826,Experimental,1,1,0,0,0,1,1,1,1,1,0,Medium,Trend,3159.8728,145.58811,Yes
30,Female,Working Professional,<20000,Monthly,Instagram,4567.8221,Experimental,1,1,1,0,1,1,0,1,1,1,1,High,Fit,2246.1201,402.82323,Yes
22-25,Female,Working Professional,100000,Weekly,Instagram,3985.8742,Trendy,1,0,0,0,1,1,0,1,1,1,0,High,Recommendation,1747.903,345.62006,Yes
30,Female,Working Professional,50000-100000,Monthly,Online,3204.9026,Trendy,1,1,1,0,0,1,0,1,1,0,1,Medium,Recommendation,3866.1311,70.793939,Yes
26-30,Female,Student,20000-50000,Monthly,Online,1230.964,Formal,0,0,0,1,0,1,0,1,1,0,1,Medium,Trend,4200.1096,155.32116,No
26-30,Male,Working Professional,20000-50000,Monthly,Offline,5975.457,Formal,1,0,1,1,0,0,1,1,1,1,0,High,Price,765.3463,50,Yes
22-25,Female,Working Professional,100000,Monthly,Online,2448.7873,Minimal,1,1,1,1,0,0,1,0,1,1,0,Medium,Recommendation,3865.6402,95.155979,Maybe
22-25,Male,Working Professional,20000-50000,2-3 months,Mixed,2440.3866,Experimental,1,1,0,0,0,0,1,0,1,0,0,High,Price,1589.4305,252.99356,Maybe
22-25,Male,Self-employed,<20000,Monthly,Online,5983.8526,Minimal,1,1,1,0,1,1,1,0,0,1,1,High,Fit,1210.6663,141.62165,Yes
18-21,Male,Student,20000-50000,Weekly,Instagram,500,Minimal,1,0,0,1,0,1,1,0,1,1,0,High,Trend,2269.5337,175.25001,Yes
26-30,Female,Working Professional,50000-100000,Monthly,Offline,952.80438,Casual,0,0,0,1,1,0,0,1,1,1,0,Low,Fit,3987.4199,508.58552,No
22-25,Male,Student,50000-100000,2-3 months,Instagram,3963.7315,Casual,1,0,1,1,1,1,1,0,1,0,1,High,Fit,2964.108,454.322,Yes
18-21,Female,Working Professional,50000-100000,2-3 months,Online,4586.5689,Formal,0,1,0,0,1,1,0,0,1,0,1,Medium,Brand,2923.4975,195.79977,Maybe
26-30,Female,Working Professional,100000,2-3 months,Mixed,4969.4693,Minimal,0,1,1,1,1,1,1,1,1,1,0,Medium,Trend,3028.6625,419.03065,Yes
18-21,Female,Working Professional,100000,Weekly,Online,3396.403,Formal,0,0,0,1,1,1,0,1,1,1,0,High,Brand,3201.487,482.23093,Maybe
30,Male,Working Professional,100000,2-3 months,Offline,9060.7393,Experimental,1,1,1,1,0,1,1,0,1,1,0,Low,Fit,2328.7732,392.78227,Yes
30,Female,Working Professional,<20000,2-3 months,Online,3544.2149,Trendy,1,1,0,1,1,1,1,1,1,0,0,Medium,Price,3447.8331,344.83912,Yes
30,Female,Working Professional,20000-50000,Weekly,Online,3538.4277,Casual,1,1,1,1,0,1,1,0,0,1,0,High,Trend,1510.4767,464.74846,Yes
22-25,Non-binary,Working Professional,50000-100000,Monthly,Online,2406.0267,Experimental,1,0,0,1,1,1,0,0,1,1,0,Medium,Trend,3476.5115,415.4277,Maybe
18-21,Male,Working Professional,50000-100000,Monthly,Online,4247.8136,Experimental,1,0,0,1,0,1,1,1,1,1,1,Low,Recommendation,3785.478,118.03586,Yes
30,Female,Self-employed,50000-100000,2-3 months,Mixed,5229.9225,Casual,1,0,0,0,0,1,1,1,1,1,0,Low,Price,3548.7049,271.66016,Yes
22-25,Female,Student,<20000,Monthly,Online,6407.1561,Casual,1,0,0,0,0,1,0,1,0,1,0,Medium,Price,3626.5432,217.18964,Yes
30,Male,Student,50000-100000,Monthly,Instagram,1021.4315,Minimal,1,1,0,1,0,1,1,1,1,1,1,Medium,Fit,3197.2985,472.87102,Yes
30,Female,Working Professional,50000-100000,Rarely,Mixed,3508.0093,Formal,1,1,0,0,0,1,1,1,1,1,0,High,Fit,4260.1644,212.93669,Yes
30,Female,Self-employed,<20000,2-3 months,Online,4893.4072,Experimental,1,1,1,1,1,1,1,1,0,1,0,Low,Fit,300,187.17225,Yes
22-25,Female,Working Professional,20000-50000,Rarely,Offline,5174.1151,Minimal,1,1,0,1,0,1,1,0,1,1,1,High,Recommendation,3780.6189,454.00231,Yes
22-25,Male,Student,<20000,Rarely,Online,4013.0973,Minimal,0,0,1,1,1,0,1,1,1,1,1,High,Price,5463.1863,338.95065,Maybe
30,Male,Working Professional,20000-50000,Weekly,Online,5084.8479,Experimental,1,1,1,1,0,1,0,1,0,0,0,Low,Brand,1567.1568,616.76735,Yes
22-25,Male,Working Professional,<20000,2-3 months,Online,2382.0722,Experimental,0,1,0,1,0,1,0,1,1,1,1,High,Price,1399.4052,170.66377,No
18-21,Male,Student,20000-50000,Monthly,Mixed,7115.8109,Trendy,0,1,1,1,0,1,0,1,1,1,1,Medium,Brand,4429.4785,222.17461,Maybe
22-25,Female,Working Professional,20000-50000,2-3 months,Online,5985.2562,Formal,1,0,1,1,0,1,0,1,1,0,1,Medium,Trend,1109.891,468.29516,Yes
30,Female,Self-employed,50000-100000,Monthly,Offline,1310.1444,Experimental,1,1,0,1,0,1,1,0,1,1,1,Low,Brand,1499.9135,108.13494,Yes
26-30,Female,Working Professional,50000-100000,Rarely,Offline,1849.7939,Casual,1,0,1,1,0,1,0,1,1,1,1,High,Trend,2754.9228,497.95385,Maybe
22-25,Female,Working Professional,50000-100000,2-3 months,Mixed,1906.1565,Trendy,1,1,0,0,0,0,1,1,0,0,1,Medium,Fit,1301.5732,118.88169,Maybe
18-21,Female,Working Professional,20000-50000,2-3 months,Online,5355.9399,Formal,1,0,1,1,1,1,1,1,1,0,1,High,Price,3812.5368,391.53353,Yes
26-30,Male,Student,<20000,Weekly,Offline,1430.5445,Casual,1,1,0,0,0,1,1,1,1,0,0,High,Fit,1313.7968,50,Yes
30,Male,Working Professional,100000,Weekly,Offline,3337.9513,Casual,1,1,0,0,1,1,1,1,0,0,1,Low,Price,3040.95,306.76948,Yes
18-21,Male,Working Professional,<20000,2-3 months,Offline,4909.4088,Formal,1,0,1,1,1,1,1,1,1,0,0,Medium,Brand,2926.7237,94.570427,Yes
22-25,Female,Working Professional,100000,Weekly,Mixed,3867.6681,Trendy,1,0,0,1,1,1,1,0,1,1,1,High,Price,4995.8321,588.94129,Yes
30,Male,Working Professional,50000-100000,2-3 months,Mixed,4517.775,Casual,1,0,0,0,1,0,0,1,1,0,1,High,Brand,4247.9528,139.25542,Maybe
26-30,Male,Working Professional,20000-50000,Weekly,Online,1868.3946,Minimal,1,1,0,1,0,1,1,0,1,1,0,High,Price,1705.7087,175.67145,Yes
26-30,Female,Working Professional,100000,2-3 months,Online,5189.7087,Formal,0,1,1,1,1,1,0,0,0,0,0,Medium,Trend,603.26139,380.31389,Maybe
26-30,Male,Student,<20000,Monthly,Online,2773.5762,Formal,1,0,1,1,0,1,1,1,1,1,1,High,Brand,3756.9533,209.85636,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,3350.7607,Experimental,0,1,0,1,0,1,1,1,1,0,0,High,Fit,1519.9137,404.993,Yes
22-25,Female,Self-employed,50000-100000,2-3 months,Online,4475.4635,Trendy,1,0,0,1,1,1,0,1,0,1,0,High,Fit,1996.4849,193.36647,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Online,4206.1564,Minimal,1,1,1,0,1,1,1,1,1,0,1,Low,Fit,910.25846,181.80736,Yes
26-30,Female,Self-employed,100000,Weekly,Online,4047.96,Minimal,1,1,1,1,1,1,0,1,0,1,0,Medium,Fit,3518.5179,295.86619,Yes
30,Female,Student,<20000,Weekly,Mixed,2498.7464,Experimental,0,0,0,0,0,0,1,0,1,0,1,Medium,Trend,1530.2603,117.46042,No
30,Male,Working Professional,20000-50000,Monthly,Online,3400.9012,Casual,0,1,0,1,0,1,1,1,0,1,0,High,Trend,2447.4375,359.45495,Yes
22-25,Non-binary,Working Professional,20000-50000,Monthly,Mixed,4004.3672,Casual,1,1,0,0,1,0,1,1,1,0,1,Medium,Recommendation,2470.7454,431.59478,Yes
22-25,Male,Working Professional,50000-100000,2-3 months,Online,1249.8295,Minimal,0,0,1,1,1,1,1,1,1,1,1,Low,Recommendation,2775.3409,382.9495,Maybe
26-30,Male,Working Professional,20000-50000,Monthly,Offline,3074.9341,Trendy,1,1,1,0,0,1,1,0,1,0,1,Medium,Recommendation,3492.4578,396.49213,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Mixed,4775.3598,Casual,1,0,0,1,0,1,1,1,0,0,1,High,Recommendation,2135.7694,50,Yes
26-30,Male,Student,50000-100000,Monthly,Online,1445.1268,Formal,1,0,1,0,1,1,1,1,1,0,1,Low,Price,1387.8586,230.75284,Yes
26-30,Female,Working Professional,<20000,Weekly,Online,6313.1633,Experimental,1,1,0,1,1,1,1,1,1,1,0,Medium,Brand,300,265.94023,Yes
30,Female,Student,50000-100000,Monthly,Online,6539.2265,Trendy,1,1,0,1,0,1,1,1,1,0,0,High,Fit,2653.9444,518.1679,Yes
22-25,Female,Working Professional,20000-50000,Rarely,Online,1509.6988,Casual,1,1,1,1,1,1,1,0,0,0,1,Medium,Price,2264.5014,212.80389,Yes
22-25,Female,Student,50000-100000,2-3 months,Mixed,6715.2393,Minimal,0,0,1,1,0,0,1,0,1,1,1,High,Trend,1434.2908,50,Maybe
18-21,Female,Student,50000-100000,Monthly,Mixed,3712.8368,Experimental,1,1,1,1,1,1,0,0,1,0,1,High,Fit,2593.8287,149.40457,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,4837.0291,Casual,1,1,0,0,0,1,1,1,0,1,1,Low,Brand,3783.974,200.82102,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Online,3006.6979,Minimal,0,1,0,0,0,1,1,1,1,0,0,Medium,Brand,4167.8321,50,Yes
22-25,Non-binary,Working Professional,100000,Monthly,Online,5846.0897,Casual,0,0,1,0,1,1,1,1,1,1,0,Medium,Trend,300,445.30538,Yes
22-25,Female,Working Professional,20000-50000,Weekly,Online,4812.188,Experimental,0,1,1,1,0,1,0,1,0,1,0,Low,Fit,1958.708,64.562995,Maybe
22-25,Female,Working Professional,100000,Weekly,Offline,2371.6935,Formal,1,1,0,0,1,0,1,1,0,0,1,Medium,Recommendation,3941.5378,366.90323,Maybe
22-25,Female,Working Professional,20000-50000,Monthly,Online,1669.596,Formal,1,0,0,0,1,1,1,0,1,0,1,Medium,Fit,4894.0616,136.14049,Yes
18-21,Male,Working Professional,<20000,Rarely,Offline,1079.3951,Minimal,1,1,1,1,1,1,1,0,1,1,1,Low,Fit,1274.1045,526.04766,Yes
18-21,Female,Student,20000-50000,2-3 months,Online,4375.8836,Formal,1,0,1,0,0,1,1,1,1,1,1,Medium,Brand,4567.4844,258.57695,Yes
26-30,Female,Working Professional,100000,Weekly,Online,5144.9428,Experimental,1,0,1,0,1,1,1,1,1,1,0,High,Trend,474.85558,228.13325,Yes
22-25,Female,Self-employed,20000-50000,Weekly,Offline,5301.9314,Minimal,1,1,1,1,1,0,0,1,0,1,0,Low,Fit,4222.4268,379.23817,Maybe
18-21,Female,Working Professional,100000,2-3 months,Online,3764.0378,Casual,1,1,0,1,1,1,0,0,1,0,0,High,Price,2077.3655,148.90493,Yes
22-25,Female,Student,100000,2-3 months,Mixed,1686.0071,Trendy,1,0,1,0,0,1,0,0,0,1,0,High,Price,4844.2349,386.33197,No
26-30,Female,Student,20000-50000,2-3 months,Mixed,7907.5512,Casual,1,0,1,0,0,1,1,1,1,1,0,High,Trend,3607.9064,227.74971,Yes
18-21,Female,Student,<20000,2-3 months,Online,6304.6973,Experimental,1,1,0,1,0,1,0,1,1,1,0,Medium,Recommendation,2035.1639,210.80972,Yes
26-30,Female,Working Professional,50000-100000,Weekly,Online,3030.7429,Minimal,1,1,1,0,0,1,0,1,1,1,1,Low,Fit,2299.9111,286.86469,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Mixed,4286.8353,Casual,0,1,1,1,1,1,0,1,0,1,1,Medium,Fit,300,136.54943,Maybe
18-21,Male,Student,50000-100000,2-3 months,Mixed,1848.699,Minimal,1,1,0,1,0,1,1,1,0,1,0,High,Brand,300,271.36625,Yes
22-25,Female,Self-employed,20000-50000,Monthly,Mixed,4673.1661,Formal,0,1,1,1,1,1,1,0,1,1,1,High,Fit,3265.2313,350.92276,Yes
22-25,Female,Working Professional,20000-50000,2-3 months,Online,3084.6309,Trendy,0,0,1,1,0,0,1,1,1,0,0,Medium,Recommendation,3982.6935,50,Maybe
26-30,Female,Working Professional,50000-100000,Monthly,Mixed,6093.4254,Experimental,1,1,1,1,0,1,1,1,1,0,1,High,Fit,3411.3663,463.69613,Yes
26-30,Male,Working Professional,20000-50000,Weekly,Online,5547.1154,Casual,1,0,1,1,0,1,0,0,0,0,0,Medium,Fit,619.03658,422.39672,Yes
30,Female,Student,20000-50000,Monthly,Instagram,3008.5881,Trendy,1,1,0,1,1,1,1,0,1,1,1,Medium,Brand,3220.2831,50,Yes
22-25,Female,Working Professional,20000-50000,Weekly,Mixed,3746.6719,Experimental,1,1,1,1,0,0,0,0,1,1,0,Medium,Price,1014.694,50,Maybe
22-25,Male,Working Professional,20000-50000,Monthly,Online,2897.7675,Experimental,1,1,0,0,0,1,1,1,1,0,1,Medium,Price,3111.4791,426.28599,Yes
26-30,Female,Working Professional,20000-50000,Monthly,Mixed,1161.1336,Formal,1,1,1,1,1,0,0,1,1,0,1,High,Recommendation,4196.9487,414.67784,No
22-25,Female,Working Professional,50000-100000,Monthly,Online,2285.1151,Minimal,1,1,0,0,0,1,0,1,0,0,1,Medium,Trend,3051.2003,393.45521,Maybe
22-25,Female,Student,20000-50000,Monthly,Mixed,13189.304,Minimal,1,1,0,1,1,0,0,1,1,0,1,High,Trend,9405.6017,85.961429,Maybe
18-21,Male,Self-employed,20000-50000,Monthly,Online,4650.519,Trendy,0,1,0,1,1,1,1,1,1,1,0,High,Brand,2275.0188,574.29633,Yes
18-21,Female,Student,50000-100000,Weekly,Mixed,4297.0958,Formal,1,0,0,1,0,1,0,1,0,1,0,Medium,Fit,2175.026,186.74987,Yes
30,Male,Working Professional,20000-50000,2-3 months,Online,3396.5339,Experimental,1,1,0,1,1,1,1,0,1,1,0,High,Brand,2601.0269,335.92148,Yes
26-30,Non-binary,Self-employed,20000-50000,Monthly,Instagram,5866.1332,Formal,0,0,0,1,1,0,1,1,1,1,1,High,Price,486.03837,337.76685,Maybe
26-30,Female,Student,100000,Monthly,Offline,4127.0838,Formal,1,0,1,0,0,0,1,1,1,1,0,High,Recommendation,1895.5734,538.93967,Yes
22-25,Female,Working Professional,50000-100000,2-3 months,Online,5406.5077,Trendy,0,0,1,0,0,1,1,1,1,1,0,Medium,Trend,2027.3002,318.77509,Yes
18-21,Female,Student,20000-50000,2-3 months,Online,500,Minimal,0,1,1,1,1,1,1,0,1,1,0,High,Fit,2074.0001,362.3762,Maybe
18-21,Female,Working Professional,50000-100000,2-3 months,Instagram,500,Formal,1,1,1,1,1,1,1,1,1,1,1,High,Trend,2902.4368,288.43112,Yes
22-25,Female,Working Professional,<20000,Monthly,Online,4567.5761,Formal,1,1,1,1,0,1,1,1,1,1,0,High,Price,300,120.51009,Yes
22-25,Male,Working Professional,50000-100000,Weekly,Offline,1150.4687,Formal,1,0,0,0,0,1,0,1,0,1,0,Medium,Fit,781.57902,50,Maybe
26-30,Male,Self-employed,20000-50000,2-3 months,Online,3575.0966,Casual,1,0,1,1,1,1,1,0,1,0,0,Medium,Price,4198.1044,304.88698,Yes
26-30,Male,Working Professional,20000-50000,Monthly,Mixed,3395.8059,Formal,1,1,1,1,0,1,1,0,0,1,0,Medium,Trend,300,88.145536,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,7174.8012,Formal,1,0,0,0,1,1,1,1,1,0,1,Medium,Trend,3424.5566,352.52658,Yes
30,Male,Working Professional,<20000,Weekly,Online,4799.9931,Experimental,1,0,1,1,1,1,1,1,1,0,0,Medium,Price,1939.6605,322.31251,Yes
26-30,Non-binary,Self-employed,<20000,2-3 months,Online,4331.7181,Casual,0,1,0,1,0,1,1,1,1,0,1,Low,Fit,2740.1837,318.66505,Yes
22-25,Male,Student,100000,Weekly,Online,5673.9823,Formal,1,1,1,0,0,1,1,1,1,1,1,High,Price,4837.1482,142.06131,Yes
26-30,Female,Self-employed,20000-50000,Rarely,Online,4736.9952,Formal,1,1,1,1,1,1,1,1,0,1,0,Medium,Fit,2303.2258,455.48161,Yes
22-25,Male,Student,20000-50000,2-3 months,Online,3084.646,Trendy,1,0,1,0,0,1,1,1,1,0,1,Medium,Brand,3438.082,371.21566,Yes
18-21,Female,Working Professional,<20000,Monthly,Mixed,6142.9519,Trendy,1,1,0,0,0,0,0,0,1,1,1,Medium,Brand,2587.8505,122.74503,Maybe
22-25,Female,Student,<20000,2-3 months,Instagram,1780.4997,Casual,1,1,0,1,1,1,0,0,1,0,0,Medium,Fit,2335.9357,610.28214,Maybe
26-30,Female,Student,50000-100000,2-3 months,Offline,4646.4944,Experimental,0,1,1,1,1,1,1,0,1,1,0,Low,Price,2150.2371,268.3813,Yes
18-21,Male,Working Professional,20000-50000,2-3 months,Online,904.86041,Casual,1,0,0,0,1,1,0,0,0,1,1,Low,Fit,3551.5875,99.857025,Maybe
18-21,Male,Working Professional,20000-50000,Monthly,Offline,4407.8877,Casual,1,1,0,1,0,1,0,0,1,0,0,Medium,Trend,1402.5972,186.2472,Yes
18-21,Female,Working Professional,20000-50000,2-3 months,Online,4385.9793,Trendy,1,1,1,0,1,1,1,1,0,1,1,Medium,Price,801.96522,73.666371,Yes
18-21,Female,Student,50000-100000,Monthly,Instagram,7352.9099,Trendy,1,0,1,1,0,1,1,0,0,1,1,Medium,Fit,2611.7125,503.91404,Yes
30,Female,Working Professional,<20000,Rarely,Online,870.05221,Experimental,0,1,0,1,1,1,1,1,1,1,0,Medium,Trend,2789.176,462.06725,Maybe
26-30,Female,Self-employed,<20000,Monthly,Online,2798.2256,Formal,1,0,0,1,1,1,1,1,1,1,0,Low,Recommendation,300,410.92194,Yes
22-25,Female,Working Professional,20000-50000,Monthly,Online,5645.3649,Experimental,1,1,1,0,1,1,0,0,1,1,1,Medium,Trend,2484.2689,382.67129,Yes
18-21,Female,Student,20000-50000,2-3 months,Mixed,4670.6345,Formal,0,1,0,0,1,1,1,0,0,0,0,High,Fit,659.68462,487.25132,Yes
